dataset,test_cell,cycle,soh_level,prior_Trend_Prior_l1,prior_Trend_Prior_l2,w_Trend_Prior_l1,w_Trend_Prior_l2,soh_true
CALCE,CS2_35,238.0,0.8970285,0.8970285,0.8979493468999863,0.6848957593478893,0.31510424065211073,0.8966546529279904
CALCE,CS2_35,239.0,0.89665467,0.89665467,0.8967645622789859,0.7017802748798928,0.2982197251201072,0.8991399291803339
CALCE,CS2_35,240.0,0.89913994,0.89913994,0.8958765171468258,0.7150978659468217,0.28490213405317844,0.9049289299428274
CALCE,CS2_35,241.0,0.9049289,0.9049289,0.8964601770043373,0.7066993211672178,0.29330067883278216,0.9051790364468442
CALCE,CS2_35,242.0,0.905179,0.905179,0.8984372742474079,0.7093011302147287,0.29069886978527115,0.8904759718042452
CALCE,CS2_35,243.0,0.890476,0.890476,0.8970829159021377,0.6858250112189892,0.31417498878101074,0.8898145700651994
CALCE,CS2_35,244.0,0.88981456,0.88981456,0.8949168875813485,0.6897937373960962,0.3102062626039038,0.8990334228556419
CALCE,CS2_35,245.0,0.8990334,0.8990334,0.8951786391437053,0.7249036647589285,0.2750963352410715,0.9060261259467556
CALCE,CS2_35,246.0,0.9060261,0.9060261,0.8972682699561119,0.7668678383804358,0.2331321616195641,0.9062913230489232
CALCE,CS2_35,247.0,0.9062913,0.9062913,0.8986450403928756,0.7724789225687257,0.2275210774312743,0.9062348734576314
CALCE,CS2_35,248.0,0.90623486,0.90623486,0.8996718049049377,0.7461918386865884,0.25380816131341166,0.9062015746773529
CALCE,CS2_35,249.0,0.9062016,0.9062016,0.9017894744873047,0.731857188494371,0.26814281150562896,0.9062587595753973
CALCE,CS2_35,250.0,0.90625876,0.90625876,0.9047243393957615,0.7586652483403411,0.241334751659659,0.9062147220748276
CALCE,CS2_35,251.0,0.9062147,0.9062147,0.9068117909133434,0.7881726691751909,0.2118273308248091,0.90619196118783
CALCE,CS2_35,252.0,0.90619195,0.90619195,0.9075863718986511,0.7878182526685403,0.21218174733145967,0.9059897850205776
CALCE,CS2_35,253.0,0.90598977,0.90598977,0.9081110939383507,0.7881349715811898,0.2118650284188101,0.905810094390518
CALCE,CS2_35,254.0,0.9058101,0.9058101,0.9083263449370861,0.7882925248612729,0.21170747513872706,0.9056479710883192
CALCE,CS2_35,255.0,0.905648,0.905648,0.9082253888249397,0.7797009417842335,0.2202990582157664,0.9054829427744124
CALCE,CS2_35,256.0,0.90548295,0.90548295,0.90823113322258,0.7611464791193049,0.2388535208806952,0.905381009584056
CALCE,CS2_35,257.0,0.905381,0.905381,0.9089211724698544,0.760862792725629,0.23913720727437107,0.9053099571577766
CALCE,CS2_35,258.0,0.90531,0.90531,0.9096196472644806,0.8075347023970675,0.1924652976029325,0.9053214275318732
CALCE,CS2_35,259.0,0.9053214,0.9053214,0.9081122986972332,0.8067224665352681,0.19327753346473187,0.9051977049621102
CALCE,CS2_35,260.0,0.9051977,0.9051977,0.9061036162078381,0.7779404973822232,0.22205950261777674,0.9051365602293476
CALCE,CS2_35,261.0,0.9051366,0.9051366,0.9050779573619365,0.7566693341851495,0.24333066581485058,0.904929910401746
CALCE,CS2_35,262.0,0.90492994,0.90492994,0.9048969060182571,0.7550643424108352,0.2449356575891648,0.8899711755147802
CALCE,CS2_35,263.0,0.8899712,0.8899712,0.9010434374213219,0.6935593949752296,0.3064406050247704,0.8888647499564565
CALCE,CS2_35,264.0,0.88886476,0.88886476,0.8973128348588943,0.6857230433780529,0.31427695662194705,0.8887018844049757
CALCE,CS2_35,265.0,0.88870186,0.88870186,0.8939707674086094,0.6816010363959678,0.3183989636040322,0.8966506704656313
CALCE,CS2_35,266.0,0.8966507,0.8966507,0.8930619716644287,0.7095166198402953,0.2904833801597046,0.8973652670698967
CALCE,CS2_35,267.0,0.8973653,0.8973653,0.8925654508173466,0.7122504267778396,0.2877495732221605,0.8894097843305976
CALCE,CS2_35,268.0,0.8894098,0.8894098,0.8902978219091893,0.6813777111129217,0.31862228888707833,0.8822197320559342
CALCE,CS2_35,269.0,0.88221973,0.88221973,0.8866219863295555,0.6505343557116999,0.34946564428829996,0.8821503563801448
CALCE,CS2_35,270.0,0.88215035,0.88215035,0.8834960721433163,0.6483977825339162,0.35160221746608367,0.8818009706556392
CALCE,CS2_35,271.0,0.88180095,0.88180095,0.8808500051498414,0.6459406211182199,0.3540593788817801,0.8894768472527401
CALCE,CS2_35,272.0,0.88947684,0.88947684,0.880694280564785,0.6766930737678418,0.3233069262321581,0.8905811962991774
CALCE,CS2_35,273.0,0.8905812,0.8905812,0.8811995163559914,0.6833206800135767,0.3166793199864234,0.895722469824942
CALCE,CS2_35,274.0,0.89572245,0.89572245,0.883349435031414,0.705973089935101,0.29402691006489895,0.8808479133700222
CALCE,CS2_35,275.0,0.88084793,0.88084793,0.8820221327245236,0.6484989784781897,0.3515010215218102,0.8803122575267
CALCE,CS2_35,276.0,0.88031226,0.88031226,0.8811541862785817,0.6478128254411167,0.35218717455888315,0.8801948075912623
CALCE,CS2_35,277.0,0.8801948,0.8801948,0.8808697886765003,0.650276855306437,0.349723144693563,0.8804586028690379
CALCE,CS2_35,278.0,0.8804586,0.8804586,0.8812439322471619,0.7125575971680386,0.28744240283196143,0.8804351060756423
CALCE,CS2_35,279.0,0.8804351,0.8804351,0.879980132728815,0.7155041428489789,0.28449585715102105,0.8889273935136597
CALCE,CS2_35,280.0,0.8889274,0.8889274,0.8809119015932083,0.7457044921270123,0.2542955078729877,0.8894677236958329
CALCE,CS2_35,281.0,0.8894677,0.8894677,0.8819527857005596,0.7224323096400105,0.2775676903599895,0.8811635259417007
CALCE,CS2_35,282.0,0.88116354,0.88116354,0.882090711593628,0.6910102164659162,0.30898978353408374,0.87482310479413
CALCE,CS2_35,283.0,0.8748231,0.8748231,0.8811378799378872,0.6979709216765723,0.30202907832342774,0.8750173023055566
CALCE,CS2_35,284.0,0.8750173,0.8750173,0.8796039126813412,0.7239729616651793,0.2760270383348207,0.8745118518914632
CALCE,CS2_35,285.0,0.87451184,0.87451184,0.8772248104214668,0.7198396436531207,0.2801603563468793,0.8736480304776577
CALCE,CS2_35,286.0,0.87364805,0.87364805,0.8748121701180935,0.7154153964724739,0.2845846035275261,0.8818502158852934
CALCE,CS2_35,287.0,0.88185024,0.88185024,0.8746101066470147,0.7168616037885384,0.28313839621146164,0.8878364780953966
CALCE,CS2_35,288.0,0.88783646,0.88783646,0.8770547918975353,0.736881004047077,0.26311899595292304,0.8828735813981403
CALCE,CS2_35,289.0,0.8828736,0.8828736,0.8784654207527638,0.7042309489357157,0.29576905106428436,0.8729118383249609
CALCE,CS2_35,290.0,0.8729118,0.8729118,0.8783494636416436,0.7248591879303538,0.27514081206964636,0.8730644467848292
CALCE,CS2_35,291.0,0.87306446,0.87306446,0.8766108088195324,0.7255454301753006,0.27445456982469935,0.8750198179333768
CALCE,CS2_35,292.0,0.8750198,0.8750198,0.8754752233624459,0.7315436122721384,0.26845638772786173,0.8745045142914493
CALCE,CS2_35,293.0,0.8745045,0.8745045,0.8743254549801349,0.7278047962725949,0.2721952037274051,0.882896827898091
CALCE,CS2_35,294.0,0.88289684,0.88289684,0.8754555761814118,0.7564195086206073,0.24358049137939278,0.8877838722273883
CALCE,CS2_35,295.0,0.8877839,0.8877839,0.8777430355548859,0.7474509238536461,0.2525490761463538,0.8878285441915195
CALCE,CS2_35,296.0,0.8878285,0.8878285,0.8811317801475524,0.7503355150352307,0.2496644849647692,0.8878758378681143
CALCE,CS2_35,297.0,0.88787585,0.88787585,0.8846408717334271,0.7815876700709776,0.21841232992902238,0.8878961146612724
CALCE,CS2_35,298.0,0.8878961,0.8878961,0.8869491510093213,0.8024484736536539,0.19755152634634618,0.888548798817499
CALCE,CS2_35,299.0,0.8885488,0.8885488,0.8883012875914573,0.8042156573255563,0.19578434267444367,0.8887257612701873
CALCE,CS2_35,300.0,0.88872576,0.88872576,0.8893835961818695,0.8063024444960815,0.19369755550391843,0.888871431932813
CALCE,CS2_35,301.0,0.88887143,0.88887143,0.890083809196949,0.8088117699911592,0.19118823000884064,0.8889498397033346
CALCE,CS2_35,302.0,0.8889498,0.8889498,0.8903150625526906,0.7856381457989482,0.21436185420105175,0.8890054288837006
CALCE,CS2_35,303.0,0.8890054,0.8890054,0.891408022493124,0.7688782741799749,0.2311217258200252,0.8890874338983572
CALCE,CS2_35,304.0,0.88908744,0.88908744,0.8932404793798924,0.7865271020854013,0.2134728979145988,0.889092818800108
CALCE,CS2_35,305.0,0.8890928,0.8890928,0.8942986592650414,0.8165451925941452,0.18345480740585476,0.8891693214326147
CALCE,CS2_35,306.0,0.88916934,0.88916934,0.8937261685729027,0.8146444093390568,0.1853555906609432,0.889320992816983
CALCE,CS2_35,307.0,0.88932097,0.88932097,0.8928081087768078,0.8077324876165726,0.1922675123834275,0.8895727574819203
CALCE,CS2_35,308.0,0.88957274,0.88957274,0.8918397776782513,0.8077808109376078,0.19221918906239224,0.889405413170604
CALCE,CS2_35,309.0,0.8894054,0.8894054,0.8903885699808598,0.7822364632441444,0.21776353675585552,0.889395857451229
CALCE,CS2_35,310.0,0.88939583,0.88939583,0.8898212343454361,0.7676378093717927,0.23236219062820726,0.8801653282581319
CALCE,CS2_35,311.0,0.88016534,0.88016534,0.8875169351696968,0.7316487533311731,0.26835124666882687,0.8735231241166739
CALCE,CS2_35,312.0,0.8735231,0.8735231,0.8837492220103741,0.7033165546053823,0.2966834453946176,0.8735984908914701
CALCE,CS2_35,313.0,0.8735985,0.8735985,0.8803650073707103,0.699955108843467,0.30004489115653304,0.8735000551127398
CALCE,CS2_35,314.0,0.87350005,0.87350005,0.8773162387311458,0.6941394021324798,0.3058605978675202,0.8727650405525903
CALCE,CS2_35,315.0,0.87276506,0.87276506,0.8745415300130844,0.6881936597039843,0.3118063402960158,0.8803523903731139
CALCE,CS2_35,316.0,0.8803524,0.8803524,0.874084709584713,0.7141692551322664,0.28583074486773363,0.8819084340277946
CALCE,CS2_35,317.0,0.8819084,0.8819084,0.8742482110857963,0.7201915838718215,0.2798084161281785,0.8733467296130424
CALCE,CS2_35,318.0,0.87334675,0.87334675,0.872456993162632,0.6868776571402792,0.3131223428597209,0.8725273503785121
CALCE,CS2_35,319.0,0.87252736,0.87252736,0.8708594366908073,0.682721662253175,0.317278337746825,0.8728354745630669
CALCE,CS2_35,320.0,0.87283546,0.87283546,0.8697630949318409,0.6837931135270982,0.3162068864729019,0.8720138829544822
CALCE,CS2_35,321.0,0.87201387,0.87201387,0.8688685268163681,0.6807467411766873,0.31925325882331257,0.8664645156648507
CALCE,CS2_35,322.0,0.8664645,0.8664645,0.8670250207185746,0.6579846482456625,0.3420153517543375,0.8803111721546939
CALCE,CS2_35,323.0,0.8803112,0.8803112,0.8692335955798626,0.7105459057091901,0.28945409429080987,0.8814916374196715
CALCE,CS2_35,324.0,0.88149166,0.88149166,0.8720002494752407,0.7199426916998148,0.2800573083001852,0.8747089670300754
CALCE,CS2_35,325.0,0.87470895,0.87470895,0.8732482008635998,0.6984169105118281,0.3015830894881719,0.8667310655097838
CALCE,CS2_35,326.0,0.86673105,0.86673105,0.8728676117956639,0.7048110947622596,0.2951889052377404,0.8718548506144591
CALCE,CS2_35,327.0,0.87185484,0.87185484,0.8729500427842141,0.7464963452599179,0.253503654740082,0.8721549423050605
CALCE,CS2_35,328.0,0.87215495,0.87215495,0.872318896651268,0.7465248234596453,0.25347517654035473,0.871822260380715
CALCE,CS2_35,329.0,0.87182224,0.87182224,0.8716501422226429,0.7450248549327706,0.2549751450672295,0.8737019383322684
CALCE,CS2_35,330.0,0.87370193,0.87370193,0.8714809328317642,0.7533195148559937,0.24668048514400628,0.8807236988367293
CALCE,CS2_35,331.0,0.8807237,0.8807237,0.8729517817497253,0.7527523328481572,0.24724766715184265,0.8813812721919344
CALCE,CS2_35,332.0,0.8813813,0.8813813,0.8755262926220894,0.7530826983635001,0.24691730163649994,0.8724409035990754
CALCE,CS2_35,333.0,0.8724409,0.8724409,0.8760732866823673,0.753336219975585,0.24666378002441514,0.8716014844041535
CALCE,CS2_35,334.0,0.87160146,0.87160146,0.875362902879715,0.7525059936331113,0.24749400636688865,0.8716910723562863
CALCE,CS2_35,335.0,0.87169105,0.87169105,0.874595632404089,0.7508736261584228,0.24912637384157715,0.8667145672030745
CALCE,CS2_35,336.0,0.8667146,0.8667146,0.8726513862609864,0.7348100598366688,0.2651899401633312,0.8662393561695834
CALCE,CS2_35,337.0,0.86623937,0.86623937,0.8706181049346924,0.7498051022277386,0.25019489777226145,0.8730486632741011
CALCE,CS2_35,338.0,0.87304866,0.87304866,0.8695991039276123,0.7256157848801057,0.2743842151198943,0.8655786541577855
CALCE,CS2_35,339.0,0.86557865,0.86557865,0.8686250112950802,0.6941037324160636,0.30589626758393645,0.8650620013169196
CALCE,CS2_35,340.0,0.865062,0.865062,0.8680671133100987,0.7179255432717571,0.2820744567282429,0.8723976680916266
CALCE,CS2_35,341.0,0.87239766,0.87239766,0.8687364548444748,0.7697889832952755,0.23021101670472457,0.8720263062259722
CALCE,CS2_35,342.0,0.8720263,0.8720263,0.8681741148233414,0.7514609429504614,0.24853905704953858,0.8666561351496455
CALCE,CS2_35,343.0,0.8666561,0.8666561,0.8669053971767425,0.7309861763877908,0.2690138236122092,0.8747209915417172
CALCE,CS2_35,344.0,0.874721,0.874721,0.8678278245031834,0.7590459374920996,0.24095406250790047,0.8796800525791745
CALCE,CS2_35,345.0,0.87968004,0.87968004,0.8698760263621808,0.7704185637109373,0.22958143628906277,0.8799126461119975
CALCE,CS2_35,346.0,0.8799127,0.8799127,0.872067840397358,0.7515942191343451,0.24840578086565485,0.8800466848851447
CALCE,CS2_35,347.0,0.88004667,0.88004667,0.8751912333071232,0.7539817585905706,0.2460182414094295,0.8801249629364092
CALCE,CS2_35,348.0,0.880125,0.880125,0.8784496694803238,0.7867232514903767,0.21327674850962336,0.8802618497800728
CALCE,CS2_35,349.0,0.88026184,0.88026184,0.8804327145218849,0.7912754125906868,0.20872458740931327,0.8812324794254557
CALCE,CS2_35,350.0,0.8812325,0.8812325,0.8823369890451431,0.7952442031343804,0.20475579686561976,0.8830389203856615
CALCE,CS2_35,351.0,0.88303894,0.88303894,0.8844655200839042,0.8156057535922068,0.18439424640779328,0.8885540118379595
CALCE,CS2_35,352.0,0.88855404,0.88855404,0.8869426496326923,0.8316755581310878,0.16832444186891213,0.8888957445038624
CALCE,CS2_35,353.0,0.88889575,0.88889575,0.888888019323349,0.8160735083473514,0.1839264916526486,0.8809026319861569
CALCE,CS2_35,354.0,0.88090265,0.88090265,0.8892900049686432,0.8145239271105753,0.1854760728894247,0.8808399087728457
CALCE,CS2_35,355.0,0.8808399,0.8808399,0.8883595041930675,0.8137183963988389,0.18628160360116117,0.8819744968462411
CALCE,CS2_35,356.0,0.8819745,0.8819745,0.8872536033391952,0.7947554578769062,0.20524454212309387,0.8829988324930131
CALCE,CS2_35,357.0,0.8829988,0.8829988,0.8870813116431236,0.7977437524580298,0.20225624754197027,0.8829091574828472
CALCE,CS2_35,358.0,0.8829092,0.8829092,0.8865658566355705,0.8113575269818271,0.18864247301817294,0.8889255201767374
CALCE,CS2_35,359.0,0.8889255,0.8889255,0.8864769011735916,0.8044593050744477,0.19554069492555226,0.8892821893060384
CALCE,CS2_35,360.0,0.88928217,0.88928217,0.8871300876140594,0.7914410413855173,0.20855895861448276,0.8831656156681984
CALCE,CS2_35,361.0,0.8831656,0.8831656,0.8866340562701225,0.7710629203685797,0.22893707963142024,0.8814145432302165
CALCE,CS2_35,362.0,0.88141453,0.88141453,0.8856478996574879,0.76381111137425,0.2361888886257499,0.8812921567943466
CALCE,CS2_35,363.0,0.88129216,0.88129216,0.8846137516200543,0.7617801120409962,0.23821988795900384,0.882501126626927
CALCE,CS2_35,364.0,0.8825011,0.8825011,0.8838624805212021,0.7640046411451831,0.23599535885481698,0.8824810502194268
CALCE,CS2_35,365.0,0.88248104,0.88248104,0.8830672860145569,0.7596990795939836,0.24030092040601642,0.887357796192919
CALCE,CS2_35,366.0,0.8873578,0.8873578,0.8835813455283642,0.7691899586327833,0.2308100413672167,0.8882856320492702
CALCE,CS2_35,367.0,0.88828564,0.88828564,0.8844453394412994,0.7557588526061028,0.24424114739389718,0.8884149284503263
CALCE,CS2_35,368.0,0.8884149,0.8884149,0.8860376581549645,0.7571207675834631,0.24287923241653692,0.8807131610327975
CALCE,CS2_35,369.0,0.88071316,0.88071316,0.8857592843472958,0.7584825402818064,0.24151745971819352,0.8806057394901917
CALCE,CS2_35,370.0,0.88060576,0.88060576,0.884459613263607,0.7567114256736688,0.24328857432633116,0.8804152050507513
CALCE,CS2_35,371.0,0.8804152,0.8804152,0.8831103704869747,0.7507447089344768,0.24925529106552335,0.8801308413483299
CALCE,CS2_35,372.0,0.8801308,0.8801308,0.8818708427250386,0.7450014054349637,0.2549985945650363,0.874890641638884
CALCE,CS2_35,373.0,0.8748906,0.8748906,0.8795209914445877,0.7246961457433104,0.2753038542566896,0.8818293841430923
CALCE,CS2_35,374.0,0.8818294,0.8818294,0.8790950983762741,0.7271730978732869,0.2728269021267131,0.8825568566515142
CALCE,CS2_35,375.0,0.88255686,0.88255686,0.879780501127243,0.7299436030329053,0.2700563969670947,0.880738855948188
CALCE,CS2_35,376.0,0.88073885,0.88073885,0.8802240796387195,0.7462620577032916,0.25373794229670843,0.8745344715836316
CALCE,CS2_35,377.0,0.8745345,0.8745345,0.8784126676619053,0.7290924510333955,0.27090754896660446,0.8749513398384218
CALCE,CS2_35,378.0,0.87495136,0.87495136,0.8766586966812611,0.7291142380695249,0.27088576193047514,0.8798127387871125
CALCE,CS2_35,379.0,0.8798127,0.8798127,0.8762631803750992,0.740746585513029,0.2592534144869711,0.8802485338305412
CALCE,CS2_35,380.0,0.88024855,0.88024855,0.8761949926614762,0.7423678460851872,0.25763215391481276,0.8804740416336096
CALCE,CS2_35,381.0,0.88047403,0.88047403,0.8762365072965622,0.7271719560202253,0.27282804397977467,0.8820503434743352
CALCE,CS2_35,382.0,0.88205034,0.88205034,0.8774537086486817,0.7315002289339653,0.2684997710660347,0.8823871266472936
CALCE,CS2_35,383.0,0.8823871,0.8823871,0.8790270753204823,0.7348543309047273,0.2651456690952728,0.8825225226257761
CALCE,CS2_35,384.0,0.8825225,0.8825225,0.8808010675013065,0.7641726823300369,0.23582731766996315,0.8826006866633604
CALCE,CS2_35,385.0,0.88260067,0.88260067,0.8815866529941558,0.765580793680231,0.23441920631976898,0.8825957303840878
CALCE,CS2_35,386.0,0.8825957,0.8825957,0.8823076769709587,0.7668960485965881,0.23310395140341195,0.8872368410149521
CALCE,CS2_35,387.0,0.88723683,0.88723683,0.8841107442975045,0.7832115529585727,0.2167884470414272,0.8874395451913705
CALCE,CS2_35,388.0,0.88743955,0.88743955,0.885751248896122,0.8006807087153069,0.19931929128469317,0.8875220092125093
CALCE,CS2_35,389.0,0.887522,0.887522,0.886443542689085,0.7814569691308901,0.21854303086910984,0.8875210311312031
CALCE,CS2_35,390.0,0.887521,0.887521,0.8878606759011746,0.7805242026205211,0.21947579737947884,0.8875277585146517
CALCE,CS2_35,391.0,0.88752776,0.88752776,0.889246367663145,0.7872545683594742,0.2127454316405259,0.8873386858474475
CALCE,CS2_35,392.0,0.8873387,0.8873387,0.8901877567172051,0.8058751201258911,0.19412487987410887,0.8873823075443324
CALCE,CS2_35,393.0,0.8873823,0.8873823,0.8900444321334362,0.8037744164679231,0.1962255835320768,0.8872924731876809
CALCE,CS2_35,394.0,0.88729244,0.88729244,0.8896199345588685,0.7889493779844697,0.2110506220155302,0.8873015307840225
CALCE,CS2_35,395.0,0.8873015,0.8873015,0.8896184377372265,0.7871317848018532,0.2128682151981468,0.8873176391018635
CALCE,CS2_35,396.0,0.88731766,0.88731766,0.8894990779459476,0.785839231087485,0.21416076891251495,0.8872664181627656
CALCE,CS2_35,397.0,0.8872664,0.8872664,0.8892240688204766,0.7802200744324517,0.21977992556754833,0.8870978796174341
CALCE,CS2_35,398.0,0.8870979,0.8870979,0.8889734849333764,0.7780038017150392,0.22199619828496064,0.8798524775250279
CALCE,CS2_35,399.0,0.8798525,0.8798525,0.8868359610438347,0.7508407480686299,0.24915925193137003,0.8918742520207698
CALCE,CS2_35,400.0,0.89187425,0.89187425,0.8877875164151192,0.7859398499874629,0.21406015001253711,0.8909459334226043
CALCE,CS2_35,401.0,0.8909459,0.8909459,0.8882848769426346,0.7831440311114055,0.21685596888859446,0.8915521616432359
CALCE,CS2_35,402.0,0.89155215,0.89155215,0.8887244910001755,0.7710101628554991,0.22898983714450108,0.8985472842283089
CALCE,CS2_35,403.0,0.8985473,0.8985473,0.8913851246237755,0.7929183706535736,0.2070816293464264,0.8992449697343914
CALCE,CS2_35,404.0,0.89924496,0.89924496,0.8939678221940994,0.7967202676841225,0.20327973231587743,0.8916409312870852
CALCE,CS2_35,405.0,0.8916409,0.8916409,0.8943667262792587,0.7738400064625588,0.22615999353744123,0.8909610915713083
CALCE,CS2_35,406.0,0.8909611,0.8909611,0.8944925554096699,0.7716122660763849,0.2283877339236151,0.8912424075278411
CALCE,CS2_35,407.0,0.8912424,0.8912424,0.894603718817234,0.7728968748523153,0.22710312514768471,0.8909823527811465
CALCE,CS2_35,408.0,0.89098233,0.89098233,0.8945286095142364,0.771583813072211,0.22841618692778898,0.8899834336298571
CALCE,CS2_35,409.0,0.8899834,0.8899834,0.8941192962229252,0.7680539225512178,0.2319460774487822,0.8969706997557245
CALCE,CS2_35,410.0,0.8969707,0.8969707,0.8953782357275486,0.7892983168337279,0.21070168316627216,0.8973980147808021
CALCE,CS2_35,411.0,0.897398,0.897398,0.8965034902095794,0.7910267631026898,0.20897323689731004,0.896405339061653
CALCE,CS2_35,412.0,0.89640534,0.89640534,0.897130461037159,0.7883242745937359,0.21167572540626414,0.8887811068994383
CALCE,CS2_35,413.0,0.88878113,0.88878113,0.8956166066229343,0.7632109022957048,0.23678909770429526,0.8889891687885104
CALCE,CS2_35,414.0,0.88898915,0.88898915,0.8940915651619434,0.7845029049986603,0.21549709500133973,0.8889592940998512
CALCE,CS2_35,415.0,0.8889593,0.8889593,0.8914250195026397,0.744254306171381,0.25574569382861895,0.8813249646570137
CALCE,CS2_35,416.0,0.88132495,0.88132495,0.8884254217147827,0.7174499505025695,0.28255004949743046,0.881476692911234
CALCE,CS2_35,417.0,0.8814767,0.8814767,0.8855882100760937,0.7127122886841029,0.2872877113158972,0.8890186929393713
CALCE,CS2_35,418.0,0.8890187,0.8890187,0.8849642463028431,0.7138575915434495,0.2861424084565505,0.88949050529701
CALCE,CS2_35,419.0,0.8894905,0.8894905,0.8855707876384258,0.7147485034356796,0.28525149656432036,0.8806827464383565
CALCE,CS2_35,420.0,0.88068277,0.88068277,0.8843064777553081,0.7101794811758274,0.2898205188241726,0.8736965114608076
CALCE,CS2_35,421.0,0.8736965,0.8736965,0.8806191191077233,0.6828229429706543,0.3171770570293456,0.8732692943770457
CALCE,CS2_35,422.0,0.8732693,0.8732693,0.8771714933216572,0.676692838839263,0.323307161160737,0.8802764326510688
CALCE,CS2_35,423.0,0.88027644,0.88027644,0.8759602196514606,0.7022826698442086,0.29771733015579144,0.8812733279413617
CALCE,CS2_35,424.0,0.8812733,0.8812733,0.8752331890165805,0.7093394174308253,0.29066058256917465,0.8816772449453206
CALCE,CS2_35,425.0,0.88167727,0.88167727,0.8747001506388188,0.6858324399622523,0.31416756003774776,0.8817660211098652
CALCE,CS2_35,426.0,0.881766,0.881766,0.8754450224339962,0.6871569745491212,0.3128430254508787,0.8820329386831756
CALCE,CS2_35,427.0,0.88203293,0.88203293,0.8767008453607559,0.6951594329092837,0.30484056709071633,0.8823079741746646
CALCE,CS2_35,428.0,0.88230795,0.88230795,0.878260575979948,0.7275311918713215,0.27246880812867846,0.8823122914543069
CALCE,CS2_35,429.0,0.8823123,0.8823123,0.8790302500128746,0.7284633445540382,0.2715366554459618,0.8820957369332256
CALCE,CS2_35,430.0,0.88209575,0.88209575,0.8799387231469155,0.7296792873024234,0.27032071269757657,0.8813762302718984
CALCE,CS2_35,431.0,0.8813762,0.8813762,0.8808351762592792,0.7552607403656806,0.24473925963431947,0.8811175868173338
CALCE,CS2_35,432.0,0.8811176,0.8811176,0.8807113394141197,0.7537942506863384,0.24620574931366157,0.8808693828089108
CALCE,CS2_35,433.0,0.8808694,0.8808694,0.8805534832179547,0.7284675946055028,0.27153240539449724,0.88064526572694
CALCE,CS2_35,434.0,0.8806453,0.8806453,0.8814859867095948,0.7281071875763214,0.2718928124236785,0.8805696508692247
CALCE,CS2_35,435.0,0.88056964,0.88056964,0.8826797418296337,0.7606659642273323,0.23933403577266768,0.8804511834349878
CALCE,CS2_35,436.0,0.8804512,0.8804512,0.8827457293868065,0.7829999682805183,0.21700003171948168,0.8803392629588149
CALCE,CS2_35,437.0,0.88033926,0.88033926,0.8817416273057461,0.7822555649241171,0.21774443507588298,0.8801913608478411
CALCE,CS2_35,438.0,0.8801914,0.8801914,0.8804703563451767,0.7602121453316445,0.23978785466835548,0.8800570313990482
CALCE,CS2_35,439.0,0.88005704,0.88005704,0.8800435371696949,0.75624260803206,0.24375739196794002,0.8642523917875957
CALCE,CS2_35,440.0,0.8642524,0.8642524,0.875820555537939,0.6895402376101637,0.31045976238983625,0.8583783161093925
CALCE,CS2_35,441.0,0.8583783,0.8583783,0.8706151641905308,0.6608980052722513,0.3391019947277487,0.8564129383415429
CALCE,CS2_35,442.0,0.85641295,0.85641295,0.8655142165720463,0.6467415227700392,0.35325847722996084,0.8560880953108648
CALCE,CS2_35,443.0,0.8560881,0.8560881,0.8610059507191181,0.6398925506026255,0.36010744939737455,0.8500905292745743
CALCE,CS2_35,444.0,0.8500905,0.8500905,0.8556881174445152,0.609972824111067,0.39002717588893304,0.864824518883251
CALCE,CS2_35,445.0,0.86482453,0.86482453,0.8548599883913994,0.6670887920545107,0.33291120794548934,0.8660687914655472
CALCE,CS2_35,446.0,0.8660688,0.8660688,0.8547475293278695,0.6760031945686235,0.3239968054313765,0.8584340290812783
CALCE,CS2_35,447.0,0.858434,0.858434,0.8530191898345947,0.6464710409568508,0.35352895904314924,0.8575872692056873
CALCE,CS2_35,448.0,0.8575873,0.8575873,0.8516138471662998,0.6442979535514066,0.35570204644859343,0.863980652005051
CALCE,CS2_35,449.0,0.86398065,0.86398065,0.8523579247295856,0.6725021689832821,0.327497831016718,0.8661613490343597
CALCE,CS2_35,450.0,0.86616135,0.86616135,0.8540357999503613,0.6849401378045767,0.31505986219542326,0.8664987841702286
CALCE,CS2_35,451.0,0.86649877,0.86649877,0.8561487160623074,0.6911382537509378,0.30886174624906215,0.8563470791074774
CALCE,CS2_35,452.0,0.8563471,0.8563471,0.8560577549040318,0.6542154920387221,0.3457845079612779,0.8495942731125948
CALCE,CS2_35,453.0,0.8495943,0.8495943,0.8548644348978996,0.6288585673431497,0.3711414326568503,0.8488787421470417
CALCE,CS2_35,454.0,0.84887874,0.84887874,0.854238624125719,0.6287960572203914,0.3712039427796085,0.8486262489130073
CALCE,CS2_35,455.0,0.84862626,0.84862626,0.8543123483657837,0.6945766115410996,0.3054233884589004,0.8416503176013147
CALCE,CS2_35,456.0,0.8416503,0.8416503,0.8510571837425231,0.6877584499406467,0.31224155005935333,0.8473313948816021
CALCE,CS2_35,457.0,0.8473314,0.8473314,0.848906260728836,0.7132229103987068,0.28677708960129317,0.8494537686422472
CALCE,CS2_35,458.0,0.84945375,0.84945375,0.8472672790288925,0.7201477119893821,0.27985228801061784,0.8571137845211367
CALCE,CS2_35,459.0,0.8571138,0.8571138,0.8476685136556625,0.7657663447302953,0.23423365526970472,0.858250704865591
